#Rev: sensefly/geoinfo/3
fileName	latitude	longitude	altitude_wgs84
IMG_0853.JPG	35.3275547093	139.8901475729	179.4140930176	
IMG_0854.JPG	35.3278312671	139.8897795510	182.9075622559	
IMG_0855.JPG	35.3281413447	139.8893975940	185.1738586426	
IMG_0856.JPG	35.3284649784	139.8890072827	185.9656677246	
IMG_0857.JPG	35.3287766781	139.8886352007	187.3494415283	
IMG_0858.JPG	35.3290652966	139.8882366111	186.1866760254	
IMG_0859.JPG	35.3293715592	139.8879085687	184.5833892822	
IMG_0860.JPG	35.3296875446	139.8875067825	184.4767913818	
IMG_0861.JPG	35.3299869520	139.8871004468	183.7641754150	
IMG_0862.JPG	35.3302905825	139.8866973418	183.2250366211	
IMG_0863.JPG	35.3306101604	139.8863403996	183.2436676025	
IMG_0864.JPG	35.3309101290	139.8859484439	183.2556457520	
IMG_0865.JPG	35.3312216463	139.8855604103	182.9493255615	
IMG_0866.JPG	35.3315338727	139.8851782021	181.8908843994	
IMG_0867.JPG	35.3318413524	139.8847965662	180.6999511719	
IMG_0868.JPG	35.3321386548	139.8843743045	180.5703125000	
IMG_0869.JPG	35.3324487405	139.8839708420	181.8216094971	
IMG_0870.JPG	35.3327931057	139.8835690392	181.5716094971	
IMG_0871.JPG	35.3331287871	139.8831618077	181.6837615967	
IMG_0872.JPG	35.3334274145	139.8827829086	180.1965332031	
IMG_0873.JPG	35.3337561082	139.8823700103	180.6285400391	
IMG_0874.JPG	35.3340602708	139.8819800513	180.9058380127	
IMG_0875.JPG	35.3343770958	139.8815819859	180.5337829590	
IMG_0876.JPG	35.3346633379	139.8812120601	180.9009857178	
IMG_0877.JPG	35.3349954721	139.8808470647	180.5456848145	
IMG_0878.JPG	35.3352879649	139.8804459574	180.3991088867	
IMG_0879.JPG	35.3356088899	139.8800575561	180.1777191162	
IMG_0880.JPG	35.3359075932	139.8796677869	180.7603912354	
IMG_0881.JPG	35.3361903954	139.8792421427	184.2372436523	
IMG_0882.JPG	35.3365591214	139.8788521407	181.4400177002	
IMG_0883.JPG	35.3368230619	139.8784575516	180.6067657471	
IMG_0884.JPG	35.3371410290	139.8792508040	172.2414703369	
IMG_0885.JPG	35.3369954310	139.8798090655	174.2333679199	
IMG_0886.JPG	35.3368092973	139.8803834218	176.7650451660	
IMG_0887.JPG	35.3366826931	139.8809687030	178.6373901367	
IMG_0888.JPG	35.3364102644	139.8815499457	177.2696380615	
IMG_0889.JPG	35.3363232437	139.8822111551	175.6528930664	
IMG_0890.JPG	35.3360936141	139.8827324134	178.4810333252	
IMG_0891.JPG	35.3359628451	139.8833233466	177.3623504639	
IMG_0892.JPG	35.3357990347	139.8838756848	177.2999572754	
IMG_0893.JPG	35.3356496998	139.8844101067	177.5069122314	
IMG_0894.JPG	35.3354954056	139.8849412805	177.8128967285	
IMG_0895.JPG	35.3353225214	139.8854873165	176.9692077637	
IMG_0896.JPG	35.3351744997	139.8860098900	175.5014648438	
IMG_0897.JPG	35.3350205849	139.8865631059	176.4035034180	
IMG_0898.JPG	35.3348630887	139.8870880411	175.7910919189	
IMG_0899.JPG	35.3347171546	139.8876266187	176.6425170898	
IMG_0900.JPG	35.3345614311	139.8881424342	177.1132507324	
IMG_0901.JPG	35.3343978209	139.8886752902	176.8394927979	
IMG_0902.JPG	35.3342239532	139.8892261828	178.1481475830	
IMG_0903.JPG	35.3340764763	139.8898192044	177.5851287842	
IMG_0904.JPG	35.3338882447	139.8903747652	176.3036346436	
IMG_0905.JPG	35.3337564104	139.8909516534	176.2107391357	
IMG_0906.JPG	35.3335804795	139.8914982900	176.5192718506	
IMG_0907.JPG	35.3334193895	139.8920598108	177.3727569580	
IMG_0908.JPG	35.3332277513	139.8926208621	179.8746032715	
IMG_0909.JPG	35.3330980535	139.8932334006	177.2114257812	
IMG_0910.JPG	35.3329054027	139.8937727125	176.2701873779	
IMG_0911.JPG	35.3327737491	139.8943610304	175.7594757080	
IMG_0912.JPG	35.3323387219	139.8938300203	171.4854125977	
IMG_0913.JPG	35.3325186562	139.8933699285	173.4570159912	
IMG_0914.JPG	35.3326553354	139.8928992737	174.3974609375	
IMG_0915.JPG	35.3327744590	139.8923929854	171.9967803955	
IMG_0916.JPG	35.3329021392	139.8918919323	173.0929870605	
IMG_0917.JPG	35.3330831529	139.8914311177	173.0262451172	
IMG_0918.JPG	35.3332020143	139.8909382491	172.6398773193	
IMG_0919.JPG	35.3333527391	139.8904091834	170.2715759277	
IMG_0920.JPG	35.3334794877	139.8899807995	170.7443237305	
IMG_0921.JPG	35.3336173912	139.8894921256	171.2250518799	
IMG_0922.JPG	35.3337442145	139.8889843524	171.1695709229	
IMG_0923.JPG	35.3339113391	139.8885071484	171.8457489014	
IMG_0924.JPG	35.3340589761	139.8879945127	172.3159027100	
IMG_0925.JPG	35.3341950986	139.8875241314	174.2171173096	
IMG_0926.JPG	35.3343321054	139.8870217784	173.3662414551	
IMG_0927.JPG	35.3344972017	139.8865399228	172.9178619385	
